#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2016-01-02T16:20:13 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5687f89e0b00	
#INFO	-out.max=unlimited	
#INFO	queryParameters=16	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-out.src=J/ApJS/200/12/table6
#-nav=cat:J/ApJS/200/12&tab:{J/ApJS/200/12/table6}&key:source=J/ApJS/200/12/table6&HTTPPRM:&&-ref=VIZ5687f89e0b00&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-order=I&-out=SN&-out=Filt&-out=MJD&-out=N&-out=sigPip&-out=sigPhot&-out=mag&-out=e_mag&-out=Per&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/ApJS/200/12/table6
#-source=J/ApJS/200/12/table6
#-order=I
#-out=SN
#-out=Filt
#-out=MJD
#-out=N
#-out=sigPip
#-out=sigPhot
#-out=mag
#-out=e_mag
#-out=Per
#

#RESOURCE=yCat_22000012
#Name: J/ApJS/200/12
#Title: CfA4: light curves for 94 type Ia SNe (Hicken+, 2012)
#Table	J_ApJS_200_12_table6:
#Name: J/ApJS/200/12/table6
#Title: Standard system SN photometry
#Column	SN	(a14)	Supernova identifier	[ucd=meta.id;meta.main]
#Column	Filt	(A2)	Filter used in the observation (BUVi'r'u')	[ucd=instr.setup;obs]
#Column	MJD	(F11.5)	Modified Julian Date of observation	[ucd=time.epoch]
#Column	N	(I2)	Number of successful subtractions (1)	[ucd=meta.number]
#Column	sigPip	(F7.4)	Median pipeline-generated uncertainty (2)	[ucd=stat.error;phot.mag]
#Column	sigPhot	(F7.4)	Standard deviation of surviving photometry for that date	[ucd=stat.stdev;phot.mag]
#Column	mag	(F7.4)	Observed magnitude in Filter	[ucd=phot.mag]
#Column	e_mag	(F7.4)	Total uncertainty in mag (3)	[ucd=stat.error;phot.mag]
#Column	Per	(A3)	[one/two] Period the photometry belongs to (only for table 5) (4)	[ucd=meta.code]
SN|Filt|MJD|N|sigPip|sigPhot|mag|e_mag|Per
2009le        |B |55158.25619| 1| 0.0160| 0.0120|15.8050| 0.0200|
2009le        |B |55160.15271| 1| 0.0180| 0.0120|15.6361| 0.0216|
2009le        |B |55176.21408| 2| 0.0190| 0.0078|15.9667| 0.0205|
2009le        |B |55182.13449| 1| 0.0260| 0.0170|16.6373| 0.0310|
2009le        |B |55185.16636| 2| 0.0260| 0.0311|16.9560| 0.0405|
2009le        |V |55155.14691| 1| 0.0170| 0.0117|16.3553| 0.0206|
2009le        |V |55157.17900| 1| 0.0150| 0.0100|15.9264| 0.0180|
2009le        |V |55158.25249| 1| 0.0170| 0.0100|15.7763| 0.0197|
2009le        |V |55160.14900| 1| 0.0160| 0.0100|15.5868| 0.0189|
2009le        |V |55176.20615| 1| 0.0180| 0.0100|15.5964| 0.0206|
2009le        |V |55182.13077| 1| 0.0170| 0.0100|15.9562| 0.0197|
2009le        |V |55185.16082| 1| 0.0170| 0.0105|16.1134| 0.0200|
2009le        |r'|55158.24949| 1| 0.0140| 0.0100|15.7909| 0.0172|
2009le        |r'|55160.14599| 1| 0.0150| 0.0100|15.5966| 0.0180|
2009le        |r'|55182.12776| 1| 0.0160| 0.0102|15.9854| 0.0190|
2009le        |r'|55185.15780| 1| 0.0160| 0.0102|16.0287| 0.0190|
2009le        |i'|55153.24882| 1| 0.0260| 0.0243|17.2875| 0.0356|
2009le        |i'|55155.14090| 1| 0.0200| 0.0138|16.5810| 0.0243|
2009le        |i'|55157.17299| 1| 0.0170| 0.0109|16.2106| 0.0202|
2009le        |i'|55158.24648| 1| 0.0160| 0.0102|16.0810| 0.0190|
2009le        |i'|55160.14300| 1| 0.0190| 0.0100|15.9512| 0.0215|
2009le        |i'|55176.19494| 2| 0.0180| 0.0269|16.3640| 0.0323|
2009le        |i'|55182.12477| 1| 0.0230| 0.0147|16.6437| 0.0273|
2009le        |i'|55185.15479| 1| 0.0290| 0.0140|16.5803| 0.0322|
2009lf        |B |55153.23556| 2| 0.0220| 0.0021|17.2513| 0.0221|
2009lf        |B |55154.18568| 2| 0.0245| 0.0021|17.3308| 0.0246|
2009lf        |B |55156.11753| 2| 0.0250| 0.0007|17.4758| 0.0250|
2009lf        |B |55157.16463| 2| 0.0250| 0.0035|17.5651| 0.0252|
2009lf        |B |55158.27339| 2| 0.0235| 0.0156|17.6943| 0.0282|
2009lf        |B |55160.20460| 1| 0.0420| 0.0522|18.0326| 0.0670|
2009lf        |B |55169.09339| 2| 0.1680| 0.1994|19.4289| 0.2607|
2009lf        |B |55176.13551| 2| 0.1010| 0.0085|19.8199| 0.1014|
2009lf        |B |55181.25124| 1| 0.1490| 0.1526|19.9757| 0.2133|
2009lf        |B |55185.14855| 2| 0.1715| 0.1605|20.1069| 0.2349|
2009lf        |B |55205.15230| 1| 0.1530| 0.1741|20.1971| 0.2318|
2009lf        |V |55153.23185| 2| 0.0190| 0.0177|17.1276| 0.0260|
2009lf        |V |55154.18198| 2| 0.0200| 0.0106|17.1247| 0.0226|
2009lf        |V |55156.11383| 2| 0.0195| 0.0127|17.1535| 0.0233|
2009lf        |V |55157.16091| 1| 0.0200| 0.0224|17.1913| 0.0300|
2009lf        |V |55158.26969| 2| 0.0200| 0.0184|17.2456| 0.0272|
2009lf        |V |55160.20089| 1| 0.0260| 0.0268|17.4075| 0.0373|
2009lf        |V |55162.07740| 1| 0.0230| 0.0281|17.4603| 0.0363|
2009lf        |V |55169.08969| 2| 0.0415| 0.0127|17.9680| 0.0434|
2009lf        |V |55176.13181| 2| 0.0460| 0.0806|18.6303| 0.0928|
2009lf        |V |55181.24755| 2| 0.0660| 0.0742|18.9619| 0.0993|
2009lf        |V |55182.08531| 2| 0.0655| 0.0771|19.0432| 0.1011|
2009lf        |V |55185.14302| 2| 0.0845| 0.0552|19.2900| 0.1009|
2009lf        |V |55189.20351| 2| 0.1325| 0.1662|19.3337| 0.2125|
2009lf        |V |55205.14859| 2| 0.1600| 0.1464|19.9733| 0.2169|
2009lf        |V |55208.13272| 2| 0.1145| 0.0969|19.7608| 0.1500|
2009lf        |V |55244.13983| 1| 0.3070| 0.1912|21.0268| 0.3617|
2009lf        |r'|55153.22884| 2| 0.0175| 0.0134|17.1033| 0.0221|
2009lf        |r'|55154.17896| 1| 0.0180| 0.0191|17.1028| 0.0262|
2009lf        |r'|55156.11081| 2| 0.0180| 0.0325|17.1486| 0.0372|
2009lf        |r'|55157.15791| 1| 0.0180| 0.0208|17.2040| 0.0275|
2009lf        |r'|55158.26669| 2| 0.0190| 0.0099|17.2748| 0.0214|
2009lf        |r'|55160.19788| 1| 0.0190| 0.0244|17.4085| 0.0310|
2009lf        |r'|55162.07437| 1| 0.0280| 0.0295|17.6425| 0.0407|
2009lf        |r'|55169.08668| 2| 0.0325| 0.0226|17.7966| 0.0396|
2009lf        |r'|55176.12880| 2| 0.0305| 0.0290|18.2071| 0.0421|
2009lf        |r'|55181.24455| 2| 0.0460| 0.0311|18.6283| 0.0555|
2009lf        |r'|55182.08234| 2| 0.0425| 0.0643|18.6467| 0.0771|
2009lf        |r'|55185.14002| 2| 0.0605| 0.0905|18.9666| 0.1089|
2009lf        |r'|55189.20049| 2| 0.0925| 0.0849|19.2144| 0.1255|
2009lf        |r'|55205.14558| 2| 0.0995| 0.0580|19.6065| 0.1152|
2009lf        |r'|55208.12972| 2| 0.0875| 0.1598|19.7015| 0.1822|
2009lf        |r'|55244.13682| 1| 0.2390| 0.1598|20.8086| 0.2875|
2009lf        |i'|55153.22583| 2| 0.0280| 0.0134|17.5837| 0.0311|
2009lf        |i'|55154.17596| 2| 0.0270| 0.0184|17.6126| 0.0327|
2009lf        |i'|55156.10781| 2| 0.0285| 0.0240|17.6467| 0.0373|
2009lf        |i'|55157.15491| 2| 0.0310| 0.0354|17.7392| 0.0470|
2009lf        |i'|55158.26368| 2| 0.0320| 0.0120|17.8477| 0.0342|
2009lf        |i'|55160.19487| 1| 0.0350| 0.0429|18.0452| 0.0554|
2009lf        |i'|55162.07137| 2| 0.0585| 0.0537|18.1616| 0.0794|
2009lf        |i'|55169.08367| 2| 0.0410| 0.0014|17.9719| 0.0410|
2009lf        |i'|55176.12579| 1| 0.0360| 0.0443|18.1068| 0.0571|
2009lf        |i'|55181.24153| 2| 0.0560| 0.0304|18.4892| 0.0637|
2009lf        |i'|55182.07934| 2| 0.0570| 0.0148|18.7209| 0.0589|
2009lf        |i'|55185.13701| 2| 0.0765| 0.0346|18.8725| 0.0840|
2009lf        |i'|55205.14258| 2| 0.1710| 0.0304|19.7350| 0.1737|
2009lf        |i'|55208.12673| 2| 0.1145| 0.0488|19.8949| 0.1245|
2009li        |B |55153.19570| 9| 0.0370| 0.0578|18.3062| 0.0686|
2009li        |B |55160.27707| 4| 0.0490| 0.0247|18.5527| 0.0549|
2009li        |B |55210.10488| 5| 0.2820| 0.1984|20.6882| 0.3448|
2009li        |V |55153.18753| 5| 0.0300| 0.0164|18.0040| 0.0342|
2009li        |V |55160.27337| 5| 0.0350| 0.0318|18.0646| 0.0473|
2009li        |V |55210.10119| 5| 0.1440| 0.1844|19.9676| 0.2340|
2009li        |r'|55153.18452| 5| 0.0290| 0.0223|17.9260| 0.0366|
2009li        |r'|55160.27035| 4| 0.0300| 0.0383|17.6877| 0.0487|
2009li        |r'|55210.09818| 5| 0.1120| 0.1334|19.6369| 0.1742|
2009li        |i'|55153.18152| 5| 0.0410| 0.0347|18.1349| 0.0537|
2009li        |i'|55160.26735| 5| 0.0420| 0.0654|17.8763| 0.0778|
2009li        |i'|55210.09517| 5| 0.1110| 0.1086|19.6182| 0.1553|
2009na        |u'|55202.40297| 1| 0.0350| 0.0298|16.3121| 0.0460|
2009na        |u'|55204.45103| 1| 0.0290| 0.0364|16.5139| 0.0465|
2009na        |u'|55267.31640| 1| 0.2800| 0.2190|19.8255| 0.3555|
2009na        |B |55195.48799| 1| 0.0180| 0.0135|16.2483| 0.0225|
2009na        |B |55197.34943| 2| 0.0360| 0.0064|16.0216| 0.0366|
2009na        |B |55202.39993| 1| 0.0160| 0.0120|15.9304| 0.0200|
2009na        |B |55204.44800| 2| 0.0170| 0.0021|16.0040| 0.0171|
2009na        |B |55205.37330| 2| 0.0165| 0.0057|16.0672| 0.0174|
2009na        |B |55208.44791| 1| 0.0170| 0.0131|16.2157| 0.0215|
2009na        |B |55209.53434| 2| 0.0175| 0.0000|16.2859| 0.0175|
2009na        |B |55212.37135| 7| 0.0220| 0.0155|16.5746| 0.0269|
2009na        |B |55221.41227| 4| 0.0255| 0.0239|17.6577| 0.0349|
2009na        |B |55222.53438| 1| 0.0440| 0.0432|17.8066| 0.0617|
2009na        |B |55242.39409| 4| 0.0730| 0.0825|19.1577| 0.1102|
2009na        |B |55244.36311| 4| 0.0915| 0.0958|19.1703| 0.1325|
2009na        |B |55247.27490| 4| 0.1050| 0.1512|19.3122| 0.1840|
2009na        |B |55267.31267| 3| 0.1030| 0.0624|19.3932| 0.1204|
2009na        |V |55195.48498| 5| 0.0160| 0.0121|16.2357| 0.0201|
2009na        |V |55202.39693| 3| 0.0200| 0.0021|15.8880| 0.0201|
2009na        |V |55204.44500| 5| 0.0170| 0.0054|15.9026| 0.0178|
2009na        |V |55205.36591| 4| 0.0685| 0.0045|15.8812| 0.0686|
2009na        |V |55208.44421| 5| 0.0150| 0.0048|16.0051| 0.0158|
2009na        |V |55209.53133| 5| 0.0170| 0.0052|16.0444| 0.0178|
2009na        |V |55212.37242| 8| 0.0225| 0.0069|16.2110| 0.0235|
2009na        |V |55221.40856| 5| 0.0170| 0.0117|16.7888| 0.0207|
2009na        |V |55242.39039| 5| 0.0440| 0.0129|18.0083| 0.0458|
2009na        |V |55244.35942| 5| 0.0490| 0.0233|18.0540| 0.0542|
2009na        |V |55247.26752|10| 0.0380| 0.0370|18.1433| 0.0531|
2009na        |V |55267.30897| 4| 0.0660| 0.0426|18.7429| 0.0785|
2009na        |V |55331.17962| 1| 0.1990| 0.1271|20.0024| 0.2362|
2009na        |V |55332.21059| 3| 0.1870| 0.1038|20.1466| 0.2139|
2009na        |V |55339.14850| 4| 0.2850| 0.1721|20.5386| 0.3329|
2009na        |r'|55195.48266| 5| 0.0160| 0.0103|16.2211| 0.0190|
2009na        |r'|55202.39463| 4| 0.0210| 0.0092|15.9109| 0.0229|
2009na        |r'|55204.44271| 4| 0.0165| 0.0033|15.9065| 0.0168|
2009na        |r'|55205.38081| 5| 0.0150| 0.0107|15.9401| 0.0184|
2009na        |r'|55208.44119| 5| 0.0150| 0.0030|16.0382| 0.0153|
2009na        |r'|55209.52902| 5| 0.0150| 0.0063|16.1048| 0.0163|
2009na        |r'|55212.36940| 6| 0.0170| 0.0107|16.3250| 0.0201|
2009na        |r'|55221.40487| 5| 0.0170| 0.0110|16.6680| 0.0202|
2009na        |r'|55242.38668| 4| 0.0390| 0.0253|17.7496| 0.0465|
2009na        |r'|55244.35572| 2| 0.0495| 0.0021|17.8480| 0.0495|
2009na        |r'|55247.26016| 8| 0.0245| 0.0137|17.8423| 0.0281|
2009na        |r'|55267.30527| 4| 0.0505| 0.0280|18.5529| 0.0578|
2009na        |r'|55270.23751| 5| 0.0480| 0.0208|18.6989| 0.0523|
2009na        |i'|55195.48036| 4| 0.0205| 0.0094|16.4471| 0.0226|
2009na        |i'|55202.39231| 1| 0.0230| 0.0129|16.4769| 0.0264|
2009na        |i'|55204.44039| 3| 0.0190| 0.0059|16.5306| 0.0199|
2009na        |i'|55205.37781| 4| 0.0200| 0.0096|16.5394| 0.0222|
2009na        |i'|55208.43819| 4| 0.0195| 0.0059|16.6736| 0.0204|
2009na        |i'|55209.52669| 3| 0.0210| 0.0142|16.7691| 0.0253|
2009na        |i'|55212.36979| 7| 0.0260| 0.0225|17.0690| 0.0344|
2009na        |i'|55221.40117| 3| 0.0200| 0.0104|17.1189| 0.0225|
2009na        |i'|55222.52327| 1| 0.3340| 0.0240|17.2556| 0.3349|
2009na        |i'|55242.38299| 3| 0.0580| 0.0305|17.8754| 0.0655|
2009na        |i'|55244.35201| 3| 0.0710| 0.0427|18.0042| 0.0829|
2009na        |i'|55247.25278| 6| 0.0315| 0.0273|18.0081| 0.0417|
2009na        |i'|55267.30156| 3| 0.0680| 0.0276|18.7907| 0.0734|
2009na        |i'|55270.23087| 5| 0.0760| 0.0539|18.9887| 0.0931|
2009na        |i'|55331.17222| 1| 0.2190| 0.1429|20.3618| 0.2615|
2009na        |i'|55332.20318| 2| 0.2120| 0.1662|20.4225| 0.2694|
2009nq        |B |55205.12498| 3| 0.0170| 0.0036|15.8312| 0.0174|
2009nq        |B |55206.07696| 1| 0.0170| 0.0120|15.8771| 0.0208|
2009nq        |B |55208.10413| 1| 0.0160| 0.0120|15.9827| 0.0200|
2009nq        |B |55210.08995| 1| 0.0160| 0.0124|16.1237| 0.0202|
2009nq        |B |55212.11061| 1| 0.0170| 0.0136|16.3047| 0.0217|
2009nq        |B |55214.11617| 1| 0.0200| 0.0153|16.4899| 0.0252|
2009nq        |V |55203.09742| 1| 0.0180| 0.0100|15.6477| 0.0206|
2009nq        |V |55205.13306| 1| 0.0170| 0.0100|15.6160| 0.0197|
2009nq        |V |55206.07394| 1| 0.0160| 0.0100|15.6344| 0.0189|
2009nq        |V |55208.10112| 1| 0.0150| 0.0100|15.6851| 0.0180|
2009nq        |V |55210.08696| 1| 0.0150| 0.0100|15.7391| 0.0180|
2009nq        |V |55212.10691| 1| 0.0150| 0.0100|15.8238| 0.0180|
2009nq        |V |55214.11248| 1| 0.0160| 0.0100|15.9392| 0.0189|
2009nq        |r'|55205.11964| 3| 0.0170| 0.0040|15.5848| 0.0175|
2009nq        |r'|55206.07163| 1| 0.0170| 0.0100|15.6032| 0.0197|
2009nq        |r'|55208.09882| 1| 0.0150| 0.0100|15.6393| 0.0180|
2009nq        |r'|55210.08465| 1| 0.0160| 0.0100|15.7244| 0.0189|
2009nq        |r'|55212.10390| 1| 0.0150| 0.0100|15.8443| 0.0180|
2009nq        |r'|55214.10946| 1| 0.0180| 0.0102|15.9869| 0.0207|
2009nq        |i'|55205.12288| 2| 0.0225| 0.0035|16.0804| 0.0228|
2009nq        |i'|55206.06931| 1| 0.0200| 0.0104|16.1022| 0.0225|
2009nq        |i'|55208.09652| 1| 0.0160| 0.0106|16.1607| 0.0192|
2009nq        |i'|55210.08234| 1| 0.0170| 0.0113|16.2762| 0.0204|
2009nq        |i'|55212.10089| 1| 0.0200| 0.0130|16.4801| 0.0239|
2009nq        |i'|55214.10646| 1| 0.0190| 0.0147|16.6434| 0.0240|
2010A         |B |55203.11694| 1| 0.0200| 0.0173|16.6059| 0.0264|
2010A         |B |55205.18859| 2| 0.0190| 0.0240|16.2927| 0.0306|
2010A         |B |55208.12304| 1| 0.0160| 0.0121|16.0400| 0.0201|
2010A         |B |55210.12120| 1| 0.0160| 0.0120|15.9532| 0.0200|
2010A         |B |55212.12796| 2| 0.0160| 0.0127|15.9385| 0.0204|
2010A         |B |55242.12800| 1| 0.0730| 0.0725|18.6260| 0.1029|
2010A         |B |55244.12954| 1| 0.0770| 0.0744|18.6615| 0.1071|
2010A         |V |55203.11395| 1| 0.0240| 0.0125|16.4524| 0.0270|
2010A         |V |55205.17939| 1| 0.0220| 0.0106|16.1609| 0.0244|
2010A         |V |55206.09748| 3| 0.0190| 0.0020|16.0773| 0.0191|
2010A         |V |55208.12002| 1| 0.0160| 0.0100|15.9243| 0.0189|
2010A         |V |55210.11818| 1| 0.0170| 0.0100|15.8353| 0.0197|
2010A         |V |55212.12244| 1| 0.0150| 0.0100|15.7885| 0.0180|
2010A         |V |55242.12429| 1| 0.0330| 0.0202|17.0381| 0.0387|
2010A         |V |55244.12585| 1| 0.0220| 0.0220|17.1468| 0.0311|
2010A         |r'|55203.11163| 1| 0.0380| 0.0129|16.5742| 0.0401|
2010A         |r'|55205.16943| 3| 0.0160| 0.0031|16.1755| 0.0163|
2010A         |r'|55208.11772| 1| 0.0160| 0.0100|15.9574| 0.0189|
2010A         |r'|55210.11587| 1| 0.0170| 0.0100|15.8684| 0.0197|
2010A         |r'|55212.11875| 1| 0.0140| 0.0100|15.8216| 0.0172|
2010A         |r'|55242.12059| 1| 0.0350| 0.0146|16.7254| 0.0379|
2010A         |r'|55244.12214| 1| 0.0420| 0.0157|16.8253| 0.0448|
2010A         |i'|55203.10933| 1| 0.0460| 0.0143|16.6331| 0.0482|
2010A         |i'|55205.16255| 3| 0.0190| 0.0104|16.3680| 0.0217|
2010A         |i'|55206.08303| 3| 0.0200| 0.0104|16.3049| 0.0225|
2010A         |i'|55208.11542| 1| 0.0170| 0.0109|16.2154| 0.0202|
2010A         |i'|55210.11355| 1| 0.0180| 0.0109|16.2201| 0.0211|
2010A         |i'|55212.11505| 1| 0.0160| 0.0112|16.2661| 0.0196|
2010A         |i'|55242.11689| 1| 0.0480| 0.0178|16.8798| 0.0512|
2010H         |B |55221.39461| 3| 0.0170| 0.0012|15.5911| 0.0170|
2010H         |B |55241.11725| 3| 0.0380| 0.0495|17.8462| 0.0624|
2010H         |B |55242.23653| 2| 0.0375| 0.0332|17.8559| 0.0501|
2010H         |B |55244.23116| 3| 0.0450| 0.0538|18.1861| 0.0701|
2010H         |B |55247.21001| 3| 0.0530| 0.0561|18.1938| 0.0772|
2010H         |B |55267.19202| 3| 0.0760| 0.0459|18.8212| 0.0888|
2010H         |B |55513.38242| 2| 0.2620| 0.2708|20.1521| 0.3768|
2010H         |V |55221.39090| 3| 0.0160| 0.0093|15.3965| 0.0185|
2010H         |V |55241.11354| 2| 0.0230| 0.0106|16.6630| 0.0253|
2010H         |V |55242.23282| 2| 0.0280| 0.0071|16.7482| 0.0289|
2010H         |V |55244.22745| 1| 0.0220| 0.0180|16.9073| 0.0284|
2010H         |V |55247.20563| 1| 0.0240| 0.0217|17.1405| 0.0324|
2010H         |V |55267.18831| 2| 0.0485| 0.0311|17.8607| 0.0576|
2010H         |r'|55221.38720| 3| 0.0160| 0.0052|15.4910| 0.0168|
2010H         |r'|55241.10984| 3| 0.0200| 0.0252|16.3585| 0.0322|
2010H         |r'|55242.22913| 3| 0.0420| 0.0403|16.5203| 0.0582|
2010H         |r'|55244.22376| 3| 0.0370| 0.0317|16.6861| 0.0487|
2010H         |r'|55247.20191| 3| 0.0220| 0.0168|16.8356| 0.0277|
2010H         |r'|55267.18462| 2| 0.0430| 0.1160|17.8120| 0.1237|
2010H         |i'|55221.38351| 3| 0.0190| 0.0177|16.1710| 0.0259|
2010H         |i'|55241.10613| 3| 0.0210| 0.0165|16.3441| 0.0267|
2010H         |i'|55242.22543| 3| 0.0270| 0.0453|16.4777| 0.0527|
2010H         |i'|55244.22006| 3| 0.0390| 0.0540|16.6660| 0.0666|
2010H         |i'|55247.19822| 3| 0.0240| 0.0284|16.8182| 0.0372|
2010H         |i'|55267.17696| 4| 0.0535| 0.0532|18.0233| 0.0754|
2010H         |i'|55510.37042| 2| 0.2470| 0.3741|19.9465| 0.4483|
2010Y         |u'|55241.15355| 1| 0.0270| 0.0200|16.0248| 0.0336|
2010Y         |B |55239.29946| 6| 0.0165| 0.0085|16.1273| 0.0186|
2010Y         |B |55241.14984| 6| 0.0180| 0.0068|15.6639| 0.0192|
2010Y         |B |55242.42599| 5| 0.0260| 0.0124|15.4522| 0.0288|
2010Y         |B |55243.51564| 6| 0.0180| 0.0023|15.2518| 0.0181|
2010Y         |B |55244.37719| 3| 0.0330| 0.0373|15.2541| 0.0498|
2010Y         |B |55245.45674| 3| 0.0180| 0.0042|15.1144| 0.0185|
2010Y         |B |55247.33796| 5| 0.0140| 0.0036|15.0546| 0.0144|
2010Y         |B |55251.39050| 4| 0.0170| 0.0093|15.2056| 0.0194|
2010Y         |B |55258.22000| 1| 0.0150| 0.0125|16.1814| 0.0195|
2010Y         |B |55261.33427| 1| 0.0170| 0.0172|16.6816| 0.0242|
2010Y         |B |55267.25779|11| 0.0250| 0.0408|17.5056| 0.0478|
2010Y         |B |55268.25817| 6| 0.0250| 0.0407|17.5699| 0.0477|
2010Y         |B |55270.25451| 5| 0.0290| 0.0262|17.7407| 0.0391|
2010Y         |B |55271.35275|16| 0.0615| 0.0339|17.9502| 0.0702|
2010Y         |B |55276.26793| 6| 0.0370| 0.0319|18.0918| 0.0488|
2010Y         |B |55287.17028| 4| 0.0520| 0.0262|18.4740| 0.0582|
2010Y         |B |55289.28096| 4| 0.0610| 0.0064|18.4901| 0.0613|
2010Y         |B |55291.28376| 4| 0.0495| 0.0168|18.4726| 0.0523|
2010Y         |B |55295.15825| 6| 0.0535| 0.0451|18.5566| 0.0699|
2010Y         |B |55297.17229| 5| 0.0520| 0.0332|18.6207| 0.0617|
2010Y         |B |55299.16420| 4| 0.0760| 0.0336|18.9248| 0.0831|
2010Y         |V |55239.29643| 6| 0.0175| 0.0068|16.1398| 0.0188|
2010Y         |V |55241.14683| 7| 0.0180| 0.0073|15.6947| 0.0194|
2010Y         |V |55242.42229| 6| 0.0225| 0.0272|15.4899| 0.0353|
2010Y         |V |55243.51193| 6| 0.0160| 0.0039|15.3119| 0.0165|
2010Y         |V |55244.37349| 2| 0.0140| 0.0049|15.2248| 0.0148|
2010Y         |V |55245.45303| 7| 0.0140| 0.0029|15.1396| 0.0143|
2010Y         |V |55247.32948|12| 0.0140| 0.0031|15.0494| 0.0143|
2010Y         |V |55251.38679| 5| 0.0160| 0.0032|15.0494| 0.0163|
2010Y         |V |55257.49696| 1| 0.0280| 0.0100|15.4406| 0.0297|
2010Y         |V |55258.21630| 3| 0.0150| 0.0042|15.4899| 0.0156|
2010Y         |V |55261.33057| 5| 0.0170| 0.0037|15.7268| 0.0174|
2010Y         |V |55266.30949| 3| 0.0230| 0.0219|16.1310| 0.0318|
2010Y         |V |55267.25208| 5| 0.0150| 0.0179|16.2508| 0.0233|
2010Y         |V |55268.25447| 7| 0.0170| 0.0088|16.3414| 0.0191|
2010Y         |V |55270.25081| 6| 0.0180| 0.0092|16.5524| 0.0202|
2010Y         |V |55271.34657|11| 0.0180| 0.0312|16.6170| 0.0360|
2010Y         |V |55276.26422| 4| 0.0305| 0.0126|17.0242| 0.0330|
2010Y         |V |55287.16657| 5| 0.0290| 0.0304|17.3847| 0.0420|
2010Y         |V |55289.27727| 5| 0.0340| 0.0375|17.5112| 0.0506|
2010Y         |V |55291.28005| 6| 0.0260| 0.0241|17.5040| 0.0355|
2010Y         |V |55295.15455| 7| 0.0300| 0.0455|17.6550| 0.0545|
2010Y         |V |55297.16859| 7| 0.0290| 0.0447|17.7518| 0.0533|
2010Y         |V |55299.16051| 6| 0.0370| 0.0745|17.8901| 0.0832|
2010Y         |r'|55239.29413| 7| 0.0150| 0.0159|16.1286| 0.0218|
2010Y         |r'|55241.14451| 7| 0.0190| 0.0122|15.6606| 0.0226|
2010Y         |r'|55242.41929| 4| 0.0140| 0.0036|15.4451| 0.0144|
2010Y         |r'|55243.50892| 7| 0.0140| 0.0020|15.2919| 0.0141|
2010Y         |r'|55244.37049| 4| 0.0140| 0.0039|15.2141| 0.0145|
2010Y         |r'|55245.45002| 6| 0.0140| 0.0021|15.1537| 0.0142|
2010Y         |r'|55247.32316|14| 0.0140| 0.0038|15.0781| 0.0145|
2010Y         |r'|55251.38380| 7| 0.0140| 0.0024|15.0971| 0.0142|
2010Y         |r'|55257.49395| 1| 0.0310| 0.0100|15.4795| 0.0326|
2010Y         |r'|55258.21329| 7| 0.0150| 0.0059|15.5270| 0.0161|
2010Y         |r'|55261.32755| 7| 0.0160| 0.0035|15.6333| 0.0164|
2010Y         |r'|55266.30648| 1| 0.0270| 0.0102|16.0043| 0.0289|
2010Y         |r'|55267.24907| 6| 0.0150| 0.0353|15.9737| 0.0383|
2010Y         |r'|55268.25145| 7| 0.0140| 0.0084|16.0618| 0.0163|
2010Y         |r'|55270.24780| 7| 0.0160| 0.0133|16.2543| 0.0208|
2010Y         |r'|55271.35212|21| 0.0170| 0.0141|16.3481| 0.0221|
2010Y         |r'|55276.26121| 7| 0.0310| 0.0345|16.7865| 0.0464|
2010Y         |r'|55287.16358| 6| 0.0200| 0.0288|17.2273| 0.0351|
2010Y         |r'|55289.27426| 7| 0.0240| 0.0420|17.3447| 0.0484|
2010Y         |r'|55291.27705| 6| 0.0225| 0.0293|17.4187| 0.0370|
2010Y         |r'|55295.15155| 7| 0.0250| 0.0357|17.5946| 0.0436|
2010Y         |r'|55297.16558| 7| 0.0250| 0.0515|17.6544| 0.0572|
2010Y         |r'|55299.15750| 4| 0.0345| 0.0258|17.8613| 0.0431|
2010Y         |r'|55536.48319| 1| 0.2860| 0.1484|20.6247| 0.3222|
2010Y         |i'|55239.29183| 7| 0.0180| 0.0153|16.2799| 0.0236|
2010Y         |i'|55241.14221| 5| 0.0230| 0.0076|15.8354| 0.0242|
2010Y         |i'|55242.41628| 5| 0.0140| 0.0091|15.6471| 0.0167|
2010Y         |i'|55243.50593| 7| 0.0150| 0.0090|15.5331| 0.0175|
2010Y         |i'|55244.36748| 4| 0.0140| 0.0075|15.4885| 0.0159|
2010Y         |i'|55245.44701| 7| 0.0150| 0.0060|15.4550| 0.0162|
2010Y         |i'|55247.31717|14| 0.0160| 0.0072|15.4972| 0.0175|
2010Y         |i'|55251.38079| 7| 0.0170| 0.0097|15.6207| 0.0196|
2010Y         |i'|55257.49093| 6| 0.0230| 0.0073|16.0017| 0.0241|
2010Y         |i'|55258.21030| 7| 0.0160| 0.0102|16.0193| 0.0190|
